CVE ID,CWE ID,Name,Classification,Confidence,Abstraction,Notes
"CVE-2021-45940","CWE-122","Heap-based Buffer Overflow","Primary","0.70","Variant","Secondary Candidate"
"CVE-2021-45940","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.50","Class","Secondary Candidate"
"CVE-2022-27779","CWE-942","Permissive Cross-domain Policy with Untrusted Domains","Primary","0.80","Variant","Primary CWE"
"CVE-2022-27779","CWE-184","Incomplete List of Disallowed Inputs","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-27779","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Primary","0.50","Base","Secondary Candidate"
"CVE-2022-36564","CWE-732","Incorrect Permission Assignment for Critical Resource","Primary","0.90","Class","Primary CWE"
"CVE-2022-36564","CWE-284","Improper Access Control","Secondary","0.50","Pillar","Secondary Candidate"
"CVE-2022-24850","CWE-538","Insertion of Sensitive Information into Externally-Accessible File or Directory","Primary","0.80","Base","Primary CWE: The vulnerability allows unauthorized access to category group permissions settings; fitting the description of sensitive information being placed in an externally accessible location."
"CVE-2022-24850","CWE-200","Exposure of Sensitive Information to an Unauthorized Actor","Secondary","0.60","Class","Secondary Candidate: While CWE-200 is a broader category; it is applicable as the root cause leads to the exposure of sensitive information. However; CWE-538 is more specific."
"CVE-2022-24850","CWE-863","Incorrect Authorization","Primary","0.50","Class","Secondary Candidate: This CWE could be applicable because the system is performing an authorization check; but is doing so incorrectly; leading to information exposure."
"CVE-2021-35097","CWE-347","Improper Verification of Cryptographic Signature","Primary","0.90","Base","Primary CWE"
"CVE-2021-35097","CWE-302","Authentication Bypass by Assumed-Immutable Data","Primary","0.60","Base","Secondary Candidate"
"CVE-2021-40870","CWE-434","Unrestricted Upload of File with Dangerous Type","Primary","1.00","Base","Primary CWE"
"CVE-2021-40870","CWE-22","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","Primary","0.80","Base","Secondary Candidate"
"CVE-2021-40870","CWE-306","Missing Authentication for Critical Function","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-23055","CWE-862","Missing Authorization","Primary","1.00","Class","Allowed-with-Review"
"CVE-2022-23055","CWE-639","Authorization Bypass Through User-Controlled Key","Secondary","0.70","Base","Allowed"
"CVE-2022-23055","CWE-425","Direct Request ('Forced Browsing')","Secondary","0.60","Base","Allowed"
"CVE-2022-22461","CWE-327","Use of a Broken or Risky Cryptographic Algorithm","Primary","0.90","Class","Primary CWE"
"CVE-2022-22461","CWE-1240","Use of a Cryptographic Primitive with a Risky Implementation","Primary","0.70","Base","Secondary Candidate"
"CVE-2021-33959","CWE-770","Allocation of Resources Without Limits or Throttling","Primary","0.90","Base","Primary CWE"
"CVE-2021-33959","CWE-346","Origin Validation Error","Primary","0.60","Class","Secondary CWE"
"CVE-2022-31476","CWE-284","Improper Access Control","Primary","0.75","Pillar","Discouraged"
"CVE-2022-4440","CWE-416","Use After Free","Primary","1.00","Variant","Primary CWE"
"CVE-2022-4440","CWE-122","Heap-based Buffer Overflow","Primary","0.50","Variant","Secondary Candidate"
"CVE-2022-4523","CWE-79","Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')","Primary","1.00","Base","Primary CWE"
"CVE-2022-22620","CWE-416","Use After Free","Primary","1.00","Variant","Primary CWE"
"CVE-2021-22600","CWE-415","Double Free","Primary","1.00","Variant","Primary CWE"
"CVE-2022-22047","CWE-269","Improper Privilege Management","Unknown","0.40","Class","CWE-269 is commonly misused. It can be conflated with "privilege escalation;" which is a technical impact that is listed in many low-information vulnerability reports."
"CVE-2022-24937","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Primary","0.75","Class","Discouraged"
"CVE-2022-24937","CWE-787","Out-of-bounds Write","Secondary","0.60","Base","Allowed"
"CVE-2022-31465","CWE-732","Incorrect Permission Assignment for Critical Resource","Primary","1.00","Class","Primary CWE"
"CVE-2022-31465","CWE-269","Improper Privilege Management","Secondary","0.70","Class","Secondary Candidate"
"CVE-2022-25698","CWE-787","Out-of-bounds Write","Primary","0.90","Base","Primary CWE"
"CVE-2022-25698","CWE-1285","Improper Validation of Specified Index; Position; or Offset in Input","Primary","0.70","Base","Secondary Candidate"
"CVE-2022-25698","CWE-20","Improper Input Validation","Secondary","0.40","Class","Secondary Candidate"
"CVE-2021-1957","CWE-269","Improper Privilege Management","Primary","0.90","Class","Primary CWE"
"CVE-2021-1957","CWE-413","Improper Resource Locking","Primary","0.60","Base","Secondary CWE"
"CVE-2022-28937","CWE-190","Integer Overflow or Wraparound","Primary","1.00","Base","Primary CWE"
"CVE-2022-28937","CWE-400","Uncontrolled Resource Consumption","Secondary","0.70","Class","Secondary Candidate"
"CVE-2022-46304","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE. The component **does not properly filter special characters** in parameters returned from a connection which leads to **command injection**."
"CVE-2022-46304","CWE-184","Incomplete List of Disallowed Inputs","Primary","0.70","Base","Secondary candidate. The vulnerability stems from an **insufficient filtering for special characters**; suggesting an incomplete list of disallowed inputs."
"CVE-2022-20204","CWE-862","Missing Authorization","Primary","1.00","Class","Allowed-with-Review"
"CVE-2021-3581","CWE-805","Buffer Access with Incorrect Length Value","Primary","1.00","Base","Allowed"
"CVE-2021-3581","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.70","Class",""
"CVE-2021-3581","CWE-125","Out-of-bounds Read","Secondary","0.60","Base","Allowed"
"CVE-2022-28913","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2022-36523","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2022-36523","CWE-77","Improper Neutralization of Special Elements used in a Command ('Command Injection')","Primary","0.70","Class","Secondary Candidate; considered but less specific"
"CVE-2022-36523","CWE-184","Incomplete List of Disallowed Inputs","Primary","0.50","Base","Secondary Candidate; part of a potential chain"
"CVE-2022-1949","CWE-639","Authorization Bypass Through User-Controlled Key","Primary","0.90","Base","Primary CWE. The **access control bypass** occurs because the filter mishandling allows unauthorized access to data. The key that identifies the data being accessed is effectively user-controlled due to the **mishandling of the filter**."
"CVE-2022-1949","CWE-863","Incorrect Authorization","Primary","0.70","Class","Secondary CWE. The authorization check is performed incorrectly due to the **mishandling of the filter**; leading to an **access control bypass**."
"CVE-2022-1949","CWE-807","Reliance on Untrusted Inputs in a Security Decision","Primary","0.60","Base","Secondary CWE. The system relies on a filter as input; but the **mishandling of the filter** leads to an **access control bypass**; allowing unauthorized access to data. The filter can be modified by an untrusted actor."
"CVE-2022-1237","CWE-129","Improper Validation of Array Index","Primary","1.00","Variant","Primary CWE"
"CVE-2022-1237","CWE-787","Out-of-bounds Write","Primary","0.80","Base","Secondary Candidate"
"CVE-2022-1237","CWE-122","Heap-based Buffer Overflow","Primary","0.70","Variant","Secondary Candidate"
"CVE-2021-21177","CWE-200","Information Exposure","Primary","0.80","Class","Allowed-with-Review"
"CVE-2021-21177","CWE-358","Improperly Implemented Security Check for Standard","Secondary","0.60","Base","Allowed"
"CVE-2022-41201","CWE-121","Stack-based Buffer Overflow","Unknown","1.00","Variant","Allowed"
"CVE-2022-41201","CWE-825","Expired Pointer Dereference","Unknown","0.90","Base","Allowed"
"CVE-2022-41201","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Unknown","0.70","Class","Discouraged"
"CVE-2022-42340","CWE-20","Improper Input Validation","Primary","0.90","Class","Discouraged Usage"
"CVE-2022-42340","CWE-22","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","Secondary","0.70","Base","Allowed Usage; potential impact based on file system read"
"CVE-2022-21129","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2022-21129","CWE-20","Improper Input Validation","Secondary","0.70","Class","Secondary Candidate"
"CVE-2022-26526","CWE-427","Uncontrolled Search Path Element","Primary","0.90","Base","Primary CWE"
"CVE-2022-26526","CWE-732","Incorrect Permission Assignment for Critical Resource","Primary","0.60","Class","Secondary Candidate"
"CVE-2022-29835","CWE-328","**Use of Weak Hash**","Primary","0.90","Base","Allowed"
"CVE-2022-29835","CWE-327","Use of a Broken or Risky Cryptographic Algorithm","Secondary","0.60","Class","Allowed-with-Review"
"CVE-2022-29835","CWE-1240","Use of a Cryptographic Primitive with a Risky Implementation","Secondary","0.50","Base","Allowed"
"CVE-2021-44956","CWE-122","Heap-based Buffer Overflow","Primary","1.00","Variant","Primary CWE"
"CVE-2021-44956","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.60","Class","Secondary Candidate"
"CVE-2022-32944","CWE-787","Out-of-bounds Write","Primary","1.00","Base","Primary CWE"
"CVE-2022-32944","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.70","Class","Secondary Candidate"
"CVE-2022-41590","CWE-306","Missing Authentication for Critical Function","Primary","0.80","Base","Primary CWE"
"CVE-2022-41590","CWE-287","Improper Authentication","Secondary","0.60","Class","Secondary Candidate"
"CVE-2022-41590","CWE-1390","Weak Authentication","Primary","0.50","Class","Secondary Candidate"
"CVE-2022-31607","CWE-1284","Improper Validation of Specified Quantity in Input","Primary","0.80","Base","Primary CWE"
"CVE-2022-31607","CWE-20","Improper Input Validation","Secondary","0.60","Class","Secondary Candidate"
"CVE-2022-41171","CWE-787","Out-of-bounds Write","Primary","0.70","Base","Primary CWE"
"CVE-2022-41171","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.50","Class","Secondary Candidate"
"CVE-2022-41171","CWE-770","Allocation of Resources Without Limits or Throttling","Primary","0.40","Base","Secondary Candidate"
"CVE-2022-42488","CWE-862","Missing Authorization","Primary","1.00","Class","Primary CWE"
"CVE-2022-42488","CWE-269","Improper Privilege Management","Secondary","0.60","Class","Secondary Candidate"
"CVE-2022-42488","CWE-285","Improper Authorization","Secondary","0.50","Class","Secondary Candidate"
"CVE-2022-41230","CWE-862","Missing Authorization","Primary","1.00","Class","Allowed-with-Review"
"CVE-2022-41230","CWE-668","Exposure of Resource to Wrong Sphere","Secondary","0.70","Class","Discouraged"
"CVE-2021-46379","CWE-601","URL Redirection to Untrusted Site ('Open Redirect')","Primary","0.80","Base","Allowed"
"CVE-2021-46379","CWE-284","Improper Access Control","Secondary","0.50","Pillar","Discouraged"
"CVE-2022-21796","CWE-787","**Out-of-bounds Write**","Primary","1.00","Base","Allowed"
"CVE-2022-26433","CWE-843","Access of Resource Using Incompatible Type ('Type Confusion')","Primary","0.90","Base","Allowed"
"CVE-2022-26433","CWE-787","Out-of-bounds Write","Secondary","0.70","Base","Allowed"
"CVE-2022-39173","CWE-787","Out-of-bounds Write","Primary","1.00","Base","Allowed"
"CVE-2022-39173","CWE-120","Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')","Secondary","0.70","Base","Allowed-with-Review"
"CVE-2022-39173","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.50","Class","Discouraged"
"CVE-2022-39173","CWE-131","Incorrect Calculation of Buffer Size","Secondary","0.50","Base","Allowed"
"CVE-2022-38547","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","1.00","Base","Primary CWE"
"CVE-2022-38547","CWE-77","Improper Neutralization of Special Elements used in a Command ('Command Injection')","Primary","0.70","Class","Secondary Candidate"
"CVE-2022-0464","CWE-416","Use After Free","Primary","1.00","Variant","Allowed"
"CVE-2022-0905","CWE-862","Missing Authorization","Primary","0.90","Class","Allowed-with-Review"
"CVE-2022-0905","CWE-284","Improper Access Control","Secondary","0.70","Pillar","Discouraged"
"CVE-2022-0905","CWE-639","Authorization Bypass Through User-Controlled Key","Secondary","0.60","Base","Allowed"
"CVE-2022-42521","CWE-787","Out-of-bounds Write","Primary","1.00","Base","Allowed"
"CVE-2022-42521","CWE-20","Improper Input Validation","Secondary","0.70","Class","Discouraged"
"CVE-2022-27274","CWE-78","Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection')","Primary","0.75","Base","Primary CWE"
"CVE-2022-27274","CWE-94","Improper Control of Generation of Code ('Code Injection')","Primary","0.50","Base","Secondary Candidate"
"CVE-2021-0177","CWE-1288","Improper Validation of Consistency within Input","Primary","0.90","Base","Primary CWE"
"CVE-2021-0177","CWE-20","Improper Input Validation","Secondary","0.60","Class","Secondary Candidate"
"CVE-2022-22233","CWE-252","Unchecked Return Value","Primary","1.00","Base","Primary CWE"
"CVE-2022-22233","CWE-476","NULL Pointer Dereference","Primary","0.80","Base","Secondary Candidate"
"CVE-2022-31047","CWE-532","Insertion of Sensitive Information into Log File","Primary","1.00","Base","Allowed"
"CVE-2022-31047","CWE-209","Generation of Error Message Containing Sensitive Information","Secondary","0.75","Base","Allowed"
"CVE-2021-4079","CWE-787","Out-of-bounds Write","Primary","1.00","Base","Primary CWE"
"CVE-2021-4079","CWE-119","Improper Restriction of Operations within the Bounds of a Memory Buffer","Secondary","0.70","Class","Secondary Candidate"
"CVE-2022-4734","CWE-212","Improper Removal of Sensitive Information Before Storage or Transfer","Primary","1.00","Base","Allowed"
"CVE-2022-1135","CWE-416","Use After Free","Primary","1.00","Variant","Primary CWE"
"CVE-2022-1135","CWE-787","Out-of-bounds Write","Primary","0.60","Base","Secondary Candidate"
"CVE-2022-22327","CWE-327","Use of a Broken or Risky Cryptographic Algorithm","Primary","1.00","Class","Allowed-with-Review"
